## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
F32-000618,"GPS_Prev_Heading_F",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000614,"GPS_Prev_Lat_F",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000616,"GPS_Prev_Long_F",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000552,"GPS_Signal_Valid_Flag",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000629,"Heading_rad",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000082,"HighLimit",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000053,"Hole Size",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32",,false
F32-000087,"HoleDistance1",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000096,"HoleDistance10",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000111,"HoleDistance11",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000112,"HoleDistance12",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000113,"HoleDistance13",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000088,"HoleDistance2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000089,"HoleDistance3",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000090,"HoleDistance4",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000091,"HoleDistance5",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000092,"HoleDistance6",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000093,"HoleDistance7",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000094,"HoleDistance8",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000095,"HoleDistance9",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000604,"HolePercentComplete",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000558,"HoleS1",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000574,"HoleS10",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000575,"HoleS11",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000576,"HoleS12",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000577,"HoleS13",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000578,"HoleS14",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000579,"HoleS15",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000580,"HoleS16",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000581,"HoleS17",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000582,"HoleS18",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000583,"HoleS19",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000559,"HoleS2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000584,"HoleS20",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000585,"HoleS21",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000586,"HoleS22",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
S32-000173,"HoleS23",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
F32-000587,"HoleS24",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000588,"HoleS25",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000589,"HoleS26",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000590,"HoleS27",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000591,"HoleS28",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000592,"HoleS29",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000560,"HoleS3",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000593,"HoleS30",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000594,"HoleS31",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000595,"HoleS32",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000596,"HoleS33",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000597,"HoleS34",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000598,"HoleS35",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000599,"HoleS36",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000600,"HoleS37",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000601,"HoleS38",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000602,"HoleS39",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000561,"HoleS4",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000603,"HoleS40",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000562,"HoleS5",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000570,"HoleS6",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000571,"HoleS7",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000572,"HoleS8",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000573,"HoleS9",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000545,"HoleSize1",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000554,"HoleSize10",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000555,"HoleSize11",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000556,"HoleSize12",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000557,"HoleSize13",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000568,"HoleSize14",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000569,"HoleSize15",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000546,"HoleSize2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000547,"HoleSize3",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000548,"HoleSize4",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000549,"HoleSize5",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000550,"HoleSize6",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000551,"HoleSize7",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000552,"HoleSize8",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000553,"HoleSize9",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000079,"HomePosition",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000089,"Home_Die_Motor",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000060,"Home_Postion",false,"0",,,,,,,,true,false,"0",false,,"C",,false
C-000091,"Home_Table_Motor",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SBR-001015,"I/O Configuration Error",false,"0",,,,,,,"On if actual I/O configuration and project I/O configuration do not match",,,,false,,"SBR",,false
SBR-001014,"I/O Error",false,"0",,,,,,,"On for any module error (such as a blown fuse)",,,,false,,"SBR",,false
SWRW-001758,"Identify Module Base Number",false,"0",,,,,,,"base number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false
SWRW-001757,"Identify Module Group Number",false,"0",,,,,,,"group number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false
SBRW-001005,"Identify Module Request bit",false,"0",,,,,,,"set On to refresh ""Requested Module Name"" tag per the 3 ""Identify"" GBS tags",,,,false,,"SBRW",,false
SWRW-001759,"Identify Module Slot Number",false,"0",,,,,,,"slot number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false
STR-000010,"Implement GPS Elevation",false,,,,128,,,,,,,,false,,"STR",,false
STR-000004,"Implement GPS LAT",false,,,,128,,,,,,,,false,,"STR",,false
STR-000009,"Implement GPS LONG",false,,,,128,,,,,,,,false,,"STR",,false
STR-000007,"Implement GPS RAW",false,,,,128,,,,,,,,false,,"STR",,false
STR-000005,"Implement GPS Signal Quality",false,,,,15,,,,,,,,false,,"STR",,false
STR-000013,"Implement GPS Time",false,,,,128,,,,,,,,false,,"STR",,false
C-000057,"InProgress",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000543,"In_Disable_Range",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000081,"InchesMoved",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000111,"IncrementCount",false,"0",,,,,,,,false,false,"0",false,,"C",,false
S32-000123,"Index",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SBRW-001002,"Initiate_New_Date",false,"0",,,,,,,"set On to change clock date (see ""Clock Year Set"" tag)",,,,false,,"SBRW",,false
SBRW-001001,"Initiate_New_Time",false,"0",,,,,,,"set On to change clock time (see ""Clock Hours Set"" tag)",,,,false,,"SBRW",,false
S32-000085,"Jerk",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SWR-001504,"Last Logic Scan Time [x100=usec]",false,"0",,,,,,,"most recent logic scan time",,,,false,,"SWR",,false
SWR-001501,"Last Scan Interval [x100=usec]",false,"0",,,,,,,"most recent overall scan time",,,,false,,"SWR",,false
C-000106,"LatchHomeDie",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000107,"LatchHomeTable",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000109,"LatchHomeTable1",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000521,"Light1",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000530,"Light10",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000531,"Light11",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000532,"Light12",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000533,"Light13",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000535,"Light14",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000536,"Light15",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000537,"Light16",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000538,"Light17",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000539,"Light18",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000540,"Light19",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000525,"Light2",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000541,"Light20",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000542,"Light21",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000524,"Light3",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000523,"Light4",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000522,"Light5",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000526,"Light6",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000527,"Light7",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000528,"Light8",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000529,"Light9",false,"0",,,,,,,,false,false,"0",false,,"C",,false
STR-000001,"Line2",false,,,,10,,,,,,,,false,,"STR",,false
STR-000002,"Line3",false,,,,10,,,,,,,,false,,"STR",,false
STR-000003,"Line4",false,,,,10,,,,,,,,false,,"STR",,false
F32-000636,"Line_P1_x",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000639,"Line_P1_y",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000637,"Line_P2_x",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000640,"Line_P2_y",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000638,"Line_vector_x",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000641,"Line_vector_y",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000627,"Local_Ref_lat",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000624,"Local_Ref_long",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000083,"LowLimit",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
MST-0.0.0.1,"MST-0.0.0.1",false,"0",,,,,,,"RS232 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.1","MST",,false
MST-0.0.0.2,"MST-0.0.0.2",false,"0",,,,,,,"RS232 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.2","MST",,false
MST-0.0.0.3,"MST-0.0.0.3",false,"0",,,,,,,"RS232 Port Ready Bit",false,false,"0",false,"MST-0.0.0.3","MST",,false
MST-0.0.0.33,"MST-0.0.0.33",false,"0",,,,,,,"RS485 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.33","MST",,false
MST-0.0.0.34,"MST-0.0.0.34",false,"0",,,,,,,"RS485 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.34","MST",,false
MST-0.0.0.35,"MST-0.0.0.35",false,"0",,,,,,,"RS485 Port Ready Bit",false,false,"0",false,"MST-0.0.0.35","MST",,false
MST-0.0.0.65,"MST-0.0.0.65",false,"0",,,,,,,"Ethernet Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.65","MST",,false
MST-0.0.0.66,"MST-0.0.0.66",false,"0",,,,,,,"Ethernet Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.66","MST",,false
MST-0.0.0.67,"MST-0.0.0.67",false,"0",,,,,,,"Ethernet Port Ready Bit",false,false,"0",false,"MST-0.0.0.67","MST",,false
MST-0.1.4.1,"MST-0.1.4.1",false,"0",,,,,,,"Module Ready",false,false,"0",false,"MST-0.1.4.1","MST",,false
MST-0.1.4.33,"MST-0.1.4.33",false,"0",,,,,,,"Port 1 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.33","MST",,false
MST-0.1.4.34,"MST-0.1.4.34",false,"0",,,,,,,"Port 1 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.34","MST",,false
MST-0.1.4.35,"MST-0.1.4.35",false,"0",,,,,,,"Port 1 Port Ready Bit",false,false,"0",false,"MST-0.1.4.35","MST",,false
MST-0.1.4.37,"MST-0.1.4.37",false,"0",,,,,,,"Port 1 5V Failed or Overloaded",false,false,"0",false,"MST-0.1.4.37","MST",,false
MST-0.1.4.49,"MST-0.1.4.49",false,"0",,,,,,,"Port 2 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.49","MST",,false
MST-0.1.4.50,"MST-0.1.4.50",false,"0",,,,,,,"Port 2 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.50","MST",,false
MST-0.1.4.51,"MST-0.1.4.51",false,"0",,,,,,,"Port 2 Port Ready Bit",false,false,"0",false,"MST-0.1.4.51","MST",,false
MST-0.1.4.52,"MST-0.1.4.52",false,"0",,,,,,,"Port 2 CTS Timeout",false,false,"0",false,"MST-0.1.4.52","MST",,false
MST-0.1.4.65,"MST-0.1.4.65",false,"0",,,,,,,"Port 3 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.65","MST",,false
MST-0.1.4.66,"MST-0.1.4.66",false,"0",,,,,,,"Port 3 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.66","MST",,false
MST-0.1.4.67,"MST-0.1.4.67",false,"0",,,,,,,"Port 3 Port Ready Bit",false,false,"0",false,"MST-0.1.4.67","MST",,false
MST-0.1.4.68,"MST-0.1.4.68",false,"0",,,,,,,"Port 3 CTS Timeout",false,false,"0",false,"MST-0.1.4.68","MST",,false
MST-0.1.4.81,"MST-0.1.4.81",false,"0",,,,,,,"Port 4 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.81","MST",,false
MST-0.1.4.82,"MST-0.1.4.82",false,"0",,,,,,,"Port 4 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.82","MST",,false
MST-0.1.4.83,"MST-0.1.4.83",false,"0",,,,,,,"Port 4 Port Ready Bit",false,false,"0",false,"MST-0.1.4.83","MST",,false
C-000551,"Master_Enable_bit",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000554,"Master_Reset_Button",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000086,"MoveDiePosition",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000110,"NextHoleSize",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SBR-001013,"Noncritical Error Bit",false,"0",,,,,,,"On when a noncritical error is active",,,,false,,"SBR",,false
SWR-000021,"Noncritical Error Log 01",false,"0",,,,,,,"most recent noncritical error",,,,false,,"SWR",,false
SWR-000022,"Noncritical Error Log 02",false,"0",,,,,,,"2nd most recent noncritical error",,,,false,,"SWR",,false
SWR-000023,"Noncritical Error Log 03",false,"0",,,,,,,"3rd most recent noncritical error",,,,false,,"SWR",,false
SWR-000024,"Noncritical Error Log 04",false,"0",,,,,,,"4th most recent noncritical error",,,,false,,"SWR",,false
SWR-000025,"Noncritical Error Log 05",false,"0",,,,,,,"5th most recent noncritical error",,,,false,,"SWR",,false
SWR-000026,"Noncritical Error Log 06",false,"0",,,,,,,"6th most recent noncritical error",,,,false,,"SWR",,false
SWR-000027,"Noncritical Error Log 07",false,"0",,,,,,,"7th most recent noncritical error",,,,false,,"SWR",,false
SWR-000028,"Noncritical Error Log 08",false,"0",,,,,,,"8th most recent noncritical error",,,,false,,"SWR",,false
SWR-000029,"Noncritical Error Log 09",false,"0",,,,,,,"9th most recent noncritical error",,,,false,,"SWR",,false
SWR-000030,"Noncritical Error Log 10",false,"0",,,,,,,"10th most recent noncritical error",,,,false,,"SWR",,false
SWR-000031,"Noncritical Error Log 11",false,"0",,,,,,,"11th most recent noncritical error",,,,false,,"SWR",,false
SWR-000032,"Noncritical Error Log 12",false,"0",,,,,,,"12th most recent noncritical error",,,,false,,"SWR",,false
SWR-000033,"Noncritical Error Log 13",false,"0",,,,,,,"13th most recent noncritical error",,,,false,,"SWR",,false
SWR-000034,"Noncritical Error Log 14",false,"0",,,,,,,"14th most recent noncritical error",,,,false,,"SWR",,false
SWR-000035,"Noncritical Error Log 15",false,"0",,,,,,,"15th most recent noncritical error",,,,false,,"SWR",,false
SWR-000036,"Noncritical Error Log 16",false,"0",,,,,,,"16th most recent noncritical error",,,,false,,"SWR",,false
SWR-000037,"Noncritical Error Log 17",false,"0",,,,,,,"17th most recent noncritical error",,,,false,,"SWR",,false
SWR-000038,"Noncritical Error Log 18",false,"0",,,,,,,"18th most recent noncritical error",,,,false,,"SWR",,false
SWR-000039,"Noncritical Error Log 19",false,"0",,,,,,,"19th most recent noncritical error",,,,false,,"SWR",,false
SWR-000040,"Noncritical Error Log 20",false,"0",,,,,,,"20th most recent noncritical error",,,,false,,"SWR",,false
SSTR-000021,"Noncritical Error Log String 01",false,,,,50,,,,"most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000022,"Noncritical Error Log String 02",false,,,,50,,,,"2nd most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000023,"Noncritical Error Log String 03",false,,,,50,,,,"3rd most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000024,"Noncritical Error Log String 04",false,,,,50,,,,"4th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000025,"Noncritical Error Log String 05",false,,,,50,,,,"5th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000026,"Noncritical Error Log String 06",false,,,,50,,,,"6th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000027,"Noncritical Error Log String 07",false,,,,50,,,,"7th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000028,"Noncritical Error Log String 08",false,,,,50,,,,"8th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000029,"Noncritical Error Log String 09",false,,,,50,,,,"9th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000030,"Noncritical Error Log String 10",false,,,,50,,,,"10th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000031,"Noncritical Error Log String 11",false,,,,50,,,,"11th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000032,"Noncritical Error Log String 12",false,,,,50,,,,"12th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000033,"Noncritical Error Log String 13",false,,,,50,,,,"13th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000034,"Noncritical Error Log String 14",false,,,,50,,,,"14th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000035,"Noncritical Error Log String 15",false,,,,50,,,,"15th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000036,"Noncritical Error Log String 16",false,,,,50,,,,"16th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000037,"Noncritical Error Log String 17",false,,,,50,,,,"17th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000038,"Noncritical Error Log String 18",false,,,,50,,,,"18th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000039,"Noncritical Error Log String 19",false,,,,50,,,,"19th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000040,"Noncritical Error Log String 20",false,,,,50,,,,"20th most recent noncritical error message",,,,false,,"SSTR",,false
SWRW-000251,"Number of Critical Errors",false,"0",,,,,,,"number of critical errors",,,,false,,"SWRW",,false
SWRW-000252,"Number of Non-critical Errors",false,"0",,,,,,,"number of noncritical errors",,,,false,,"SWRW",,false
C-000084,"Ons",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SSTR-000105,"PLC LCD Display[CPU]",false,,,,50,,,,"PLC LCD Data Display",,,,false,,"SSTR",,false
SWR-001505,"Peak Logic Scan Time [x100=usec]",false,"0",,,,,,,"longest logic scan time",,,,false,,"SWR",,false
SWR-001502,"Peak Scan Interval [x100=usec]",false,"0",,,,,,,"longest overall scan time",,,,false,,"SWR",,false
SSTRUC-000001,"PolyPipe",false,,,,,,,,"System Structure for an AMC Module",,,,false,,"SSTRUC","AMC4",false
S32-000007,"PolyPipe.Ax1AxisStatus",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
S32-000002,"PolyPipe.Ax1Deviation",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
F32-000021,"PolyPipe.Ax1EncPosition",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
C-000002,"PolyPipe.Ax1In1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000003,"PolyPipe.Ax1In2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000004,"PolyPipe.Ax1In3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000005,"PolyPipe.Ax1In4",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000006,"PolyPipe.Ax1In5",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000007,"PolyPipe.Ax1In6",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000008,"PolyPipe.Ax1Out1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000009,"PolyPipe.Ax1Out2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000010,"PolyPipe.Ax1Out3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
F32-000001,"PolyPipe.Ax1Position",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
